18.05.2023                                    Salida dinámica de lista                                                                                          1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			51167986854 Nota:		2000346637	14.05.2023	14.05.2023	50	-338,39	BOB	51167986854 Nota: de ATC	-48,62	USD	101044012
			11120740918 ABEL U		2000346641	14.05.2023	14.05.2023	50	-7.587,10	BOB	11120740918 ABEL URBANO ALARCON ARROYO	-1.090,10	USD	101044012
			11120740917 ABEL U		2000346640	14.05.2023	14.05.2023	50	-3.352,40	BOB	11120740917 ABEL URBANO ALARCON ARROYO	-481,67	USD	101044012
			51318009035 Nota:		2000346597	14.05.2023	14.05.2023	50	-420,02	BOB	51318009035 Nota: de ATC	-60,35	USD	101044012
			11120740723 ABEL U		2000346601	14.05.2023	14.05.2023	50	-6.422,80	BOB	11120740723 ABEL URBANO ALARCON ARROYO	-922,82	USD	101044012
			11120740722 ABEL U		2000346600	14.05.2023	14.05.2023	50	-2.954,20	BOB	11120740722 ABEL URBANO ALARCON ARROYO	-424,45	USD	101044012
			10670252924 FLORES		2000346639	14.05.2023	14.05.2023	50	-11.293,10	BOB	10670252924 FLORES LOPEZ JHONNY IGNACIO	-1.622,57	USD	101044012
			51318009034 Nota:		2000346596	14.05.2023	14.05.2023	50	-41,18	BOB	51318009034 Nota: de ATC	-5,92	USD	101044012
			10660149767 HERNAN		2000346599	14.05.2023	14.05.2023	50	-10.671,20	BOB	10660149767 HERNANDEZ GUTIERREZ JANETH	-1.533,22	USD	101044012
			51167986855 Nota:		2000346638	14.05.2023	14.05.2023	50	-818,47	BOB	51167986855 Nota: de ATC	-117,60	USD	101044012
			19080588655 IBANA		2000346642	14.05.2023	14.05.2023	50	-4.646,00	BOB	19080588655 IBANA SOLIZ CUENTAS Doc.ID:	-667,53	USD	101044012
			51318009033 Nota:		2000346595	14.05.2023	14.05.2023	50	-2.137,48	BOB	51318009033 Nota: de ATC	-307,11	USD	101044012
			19060637503 IBANA		2000346602	14.05.2023	14.05.2023	50	-4.056,20	BOB	19060637503 IBANA SOLIZ CUENTAS Doc.ID:	-582,79	USD	101044012
			45123542565 de:EMP		2000346651	14.05.2023	14.05.2023	50	-896,52	BOB	45123542565 de:EMPRESA HOTELERA CALACOT	-128,81	USD	101044012
			45123542566 de:EMP		2000346652	14.05.2023	14.05.2023	50	-164,34	BOB	45123542566 de:EMPRESA HOTELERA CALACOT	-23,61	USD	101044012
			45133403314 de:YAN		2000346653	14.05.2023	14.05.2023	50	-53,50	BOB	45133403314 de:YANDIRA SCARLETH GUTIERR	-7,69	USD	101044012
			51518041925 de: CE		2000346654	14.05.2023	14.05.2023	50	-1.152,35	BOB	51518041925 de: CERVANTES CARLOS	-165,57	USD	101044012
			51167986852 Nota:		2000346635	14.05.2023	14.05.2023	50	-194,83	BOB	51167986852 Nota: de ATC	-27,99	USD	101044012
			45123542333 de:ALB		2000346643	14.05.2023	14.05.2023	50	-400,00	BOB	45123542333 de:ALBARO ARISTOTELES CAMAC	-57,47	USD	101044012
			45173457850 de:MER		2000346631	14.05.2023	14.05.2023	50	-4.500,00	BOB	45173457850 de:MERIDA LINEO KEVIN BEYMA	-646,55	USD	101044012
			51218152239 Nota:		2000346633	14.05.2023	14.05.2023	50	-48.841,18	BOB	51218152239 Nota: de KETAL S.A.	-7.017,41	USD	101044012
			45143759768 de:ROA		2000346819	14.05.2023	14.05.2023	50	-95,45	BOB	45143759768 de:ROA RAMIREZ MIGUEL ALEJA	-13,71	USD	101044022
			45113557185 de:SUA		2000346820	14.05.2023	14.05.2023	50	-346,76	BOB	45113557185 de:SUAREZ WILCHES INGRID (B	-49,82	USD	101044022
			45133400908 de:HAR		2000346821	14.05.2023	14.05.2023	50	-645,16	BOB	45133400908 de:HARTMANN HORST RICHARD (	-92,70	USD	101044022
			45133401061 de:FUE		2000346825	14.05.2023	14.05.2023	50	-725,77	BOB	45133401061 de:FUENTES CLAROS JOSE ALFR	-104,28	USD	101044022
			17160437774 GUTIER		2000346837	14.05.2023	14.05.2023	50	-76.459,89	BOB	17160437774 GUTIERREZ ANGULO DIEGO RAUL	-10.985,62	USD	101044022
			83710291703 BRIAN		2000346840	14.05.2023	14.05.2023	50	-53.149,87	BOB	83710291703 BRIAN ABAD FLORES CRUZ Doc.	-7.636,48	USD	101044022
			83720104068 EDDY D		2000346841	14.05.2023	14.05.2023	50	-136.241,69	BOB	83720104068 EDDY DAREN JUMENEZ ROJAS Do	-19.574,96	USD	101044022
			45123538543 de:ADA		2000346805	14.05.2023	14.05.2023	50	-427,52	BOB	45123538543 de:ADALID EMILIO PEREZ NORI	-61,43	USD	101044022
			23550698987 COLCAP		2000346806	14.05.2023	14.05.2023	50	-3.400,00	BOB	23550698987 COLCAPIRHUA-Cochabamba BO	-488,51	USD	101044022
			23550698988 COLCAP		2000346807	14.05.2023	14.05.2023	50	-3.600,00	BOB	23550698988 COLCAPIRHUA-Cochabamba BO	-517,24	USD	101044022
			45123538680 de:GLA		2000346808	14.05.2023	14.05.2023	50	-1.000,00	BOB	45123538680 de:GLADIZ ANGULO MOYA (Banc	-143,68	USD	101044022
			45133399557 de:GLA		2000346809	14.05.2023	14.05.2023	50	-500,00	BOB	45133399557 de:GLADIZ ANGULO MOYA (Banc	-71,84	USD	101044022
			45133399559 de:GLA		2000346810	14.05.2023	14.05.2023	50	-500,00	BOB	45133399559 de:GLADIZ ANGULO MOYA (Banc	-71,84	USD	101044022
			45123538756 de:OLI		2000346811	14.05.2023	14.05.2023	50	-2.708,24	BOB	45123538756 de:OLIVOS BANQUETERIA SRL (	-389,11	USD	101044022
			53612453683 de: LI		2000346815	14.05.2023	14.05.2023	50	-498,00	BOB	53612453683 de: LINKFOODS S.R.L.	-71,55	USD	101044022
			45173456712 de:SAA		2000346817	14.05.2023	14.05.2023	50	-271,12	BOB	45173456712 de:SAAVEDRA VALDIVIESO TATI	-38,95	USD	101044022
			45133400750 de:UBA		2000346818	14.05.2023	14.05.2023	50	-349,20	BOB	45133400750 de:UBATUBA S.R.L. (Banco Na	-50,17	USD	101044022
			45153394547 de:LOP		2000346822	14.05.2023	14.05.2023	50	-312,00	BOB	45153394547 de:LOPEZ ZURITA BEATRIZ (Ba	-44,83	USD	101044022
			45113557450 de:AND		2000346826	14.05.2023	14.05.2023	50	-418,56	BOB	45113557450 de:ANDREA CAROLINA SUAREZ M	-60,14	USD	101044022
			45113557466 de:COP		2000346827	14.05.2023	14.05.2023	50	-276,71	BOB	45113557466 de:COPPOLA MALDONADO LUIS E	-39,76	USD	101044022
			45113557572 de:VIL		2000346828	14.05.2023	14.05.2023	50	-170,18	BOB	45113557572 de:VILLALBA ROMERO JHOXANDE	-24,45	USD	101044022
			45143760471 de:VAL		2000346829	14.05.2023	14.05.2023	50	-1.732,44	BOB	45143760471 de:VALENTIN MOSQUERA FLORES	-248,91	USD	101044022
			13280897283 INDUST		2000346843	14.05.2023	14.05.2023	50	-5.074,00	BOB	13280897283 INDUSTRIAS VENADO S.A. Doc.	-729,02	USD	101044022
			13280897284 INDUST		2000346844	14.05.2023	14.05.2023	50	-4.880,00	BOB	13280897284 INDUSTRIAS VENADO S.A. Doc.	-701,15	USD	101044022
			13280897285 INDUST		2000346845	14.05.2023	14.05.2023	50	-10.026,97	BOB	13280897285 INDUSTRIAS VENADO S.A. Doc.	-1.440,66	USD	101044022
			13280897289 INDUST		2000346846	14.05.2023	14.05.2023	50	-430.495,70	BOB	13280897289 INDUSTRIAS VENADO S.A. Doc.	-61.852,83	USD	101044022
			13280897168 INDUST		2000346823	14.05.2023	14.05.2023	50	-3.681,60	BOB	13280897168 INDUSTRIAS VENADO S.A. Doc.	-528,97	USD	101044022
			13280897169 INDUST		2000346824	14.05.2023	14.05.2023	50	-529.783,80	BOB	13280897169 INDUSTRIAS VENADO S.A. Doc.	-76.118,36	USD	101044022
			51167986856 Nota:		2000346832	14.05.2023	14.05.2023	50	-143,37	BOB	51167986856 Nota: de ATC	-20,60	USD	101044022
			83720103969 MICHEL		2000346836	14.05.2023	14.05.2023	50	-5.367,70	BOB	83720103969 MICHEL JOSEF LOPEZ CASTELLO	-771,22	USD	101044022
			83720103967 MICHEL		2000346835	14.05.2023	14.05.2023	50	-8.388,00	BOB	83720103967 MICHEL JOSEF LOPEZ CASTELLO	-1.205,17	USD	101044022
			83720103798 MICHEL		2000346814	14.05.2023	14.05.2023	50	-6.162,00	BOB	83720103798 MICHEL JOSEF LOPEZ CASTELLO	-885,34	USD	101044022
			83720103796 MICHEL		2000346812	14.05.2023	14.05.2023	50	-5.890,10	BOB	83720103796 MICHEL JOSEF LOPEZ CASTELLO	-846,28	USD	101044022
			51167986857 Nota:		2000346833	14.05.2023	14.05.2023	50	-528,93	BOB	51167986857 Nota: de ATC	-76,00	USD	101044022
			13140864561 JOSE A		2000346834	14.05.2023	14.05.2023	50	-6.700,50	BOB	13140864561 JOSE ANTONIO ANTEZANA TORDO	-962,72	USD	101044022
			83720103797 MICHEL		2000346813	14.05.2023	14.05.2023	50	-5.694,10	BOB	83720103797 MICHEL JOSEF LOPEZ CASTELLO	-818,12	USD	101044022
			45133400260 de:UNI		2000346816	14.05.2023	14.05.2023	50	-2.310,00	BOB	45133400260 de:UNIVERSIDAD ADVENTISTA D	-331,90	USD	101044022
			53212491822 de: RI		2000346830	14.05.2023	14.05.2023	50	-86,81	BOB	53212491822 de: RICO KEVIN	-12,47	USD	101044022
			56110254311 de: SA		2000346831	14.05.2023	14.05.2023	50	-210,00	BOB	56110254311 de: SARMIENTO CARMEN	-30,17	USD	101044022
			45133403143 de:DE		2000346838	14.05.2023	14.05.2023	50	-1.453,14	BOB	45133403143 de:DE LA ZERDA GUTIERREZ JA	-208,78	USD	101044022
			45153396806 de:HAR		2000346839	14.05.2023	14.05.2023	50	-66,44	BOB	45153396806 de:HARASIC MARTINEZ GIOVANN	-9,55	USD	101044022
			45143762235 de:RRF		2000346842	14.05.2023	14.05.2023	50	-496,64	BOB	45143762235 de:RRFOOD S.R.L. (Banco Nac	-71,36	USD	101044022
			45123542597 de:AND		2000346848	14.05.2023	14.05.2023	50	-132,89	BOB	45123542597 de:ANDREA CAROLINA SUAREZ M	-19,09	USD	101044022
			13280897292 INDUST		2000346847	14.05.2023	14.05.2023	50	-47.098,20	BOB	13280897292 INDUSTRIAS VENADO S.A. Doc.	-6.766,98	USD	101044022
			53112502183 de: GA		2000346722	14.05.2023	14.05.2023	50	-172,48	BOB	53112502183 de: GATE GOURMET S.A.	-24,78	USD	101044032
			45163487672 de:GRO		2000346750	14.05.2023	14.05.2023	50	-370,73	BOB	45163487672 de:GROSSO GROUP S.R.L. (Ban	-53,27	USD	101044032
			45143760892 de:STR		2000346751	14.05.2023	14.05.2023	50	-2.896,00	BOB	45143760892 de:STROEBEL PARADA MAURICIO	-416,09	USD	101044032
			45163488176 de:VIS		2000346752	14.05.2023	14.05.2023	50	-3.265,66	BOB	45163488176 de:VISION GOURMET SRL (Banc	-469,20	USD	101044032
			45143761192 de:VIS		2000346753	14.05.2023	14.05.2023	50	-296,68	BOB	45143761192 de:VISION GOURMET SRL (Banc	-42,63	USD	101044032
			45143761735 de:TOR		2000346754	14.05.2023	14.05.2023	50	-6.634,40	BOB	45143761735 de:TORTAS DOLLY SRL (Banco	-953,22	USD	101044032
			45133402914 de:TIE		2000346757	14.05.2023	14.05.2023	50	-2.741,60	BOB	45133402914 de:TIENDASK1 SRL (Banco Eco	-393,91	USD	101044032
			45113559556 de:ROC		2000346762	14.05.2023	14.05.2023	50	-6.143,75	BOB	45113559556 de:ROCA ROCA HERMES (Banco	-882,72	USD	101044032
			14540427575 CASTRO		2000346770	14.05.2023	14.05.2023	50	-12.258,30	BOB	14540427575 CASTRO DELGADILLO CLAUDIA E	-1.761,25	USD	101044032
			45173456950 de:GRU		2000346725	14.05.2023	14.05.2023	50	-1.035,84	BOB	45173456950 de:GRUFALI SRL (Banco Crédi	-148,83	USD	101044032
			45123539999 de:ALM		2000346726	14.05.2023	14.05.2023	50	-312,00	BOB	45123539999 de:ALMACEN 1923 SRL (Banco	-44,83	USD	101044032
			45113557302 de:RIC		2000346727	14.05.2023	14.05.2023	50	-150,00	BOB	45113557302 de:RIC BIRABEN MARIA FLOREN	-21,55	USD	101044032
			45153394655 de:RUD		2000346736	14.05.2023	14.05.2023	50	-0,02	BOB	45153394655 de:RUDY SALAZAR SABALA (Ban	       0,00	USD	101044032
			45163487047 de:INF		2000346737	14.05.2023	14.05.2023	50	-352,98	BOB	45163487047 de:INFUSIONISTAS ORIENTALES	-50,72	USD	101044032
			45153394718 de:SOF		2000346739	14.05.2023	14.05.2023	50	-95,88	BOB	45153394718 de:SOFISMARKET S.R.L. (Banc	-13,78	USD	101044032
			45123540822 de:SON		2000346749	14.05.2023	14.05.2023	50	-4.040,28	BOB	45123540822 de:SONIA LEON DE VALDEZ (Ba	-580,50	USD	101044032
			12180507718 CHOQUE		2000346744	14.05.2023	14.05.2023	50	-20.406,80	BOB	12180507718 CHOQUETIJLLA EINAR Doc.ID:C	-2.932,01	USD	101044032
			12180507717 CHOQUE		2000346743	14.05.2023	14.05.2023	50	-849.599,90	BOB	12180507717 CHOQUETIJLLA EINAR Doc.ID:C	-122.068,95	USD	101044032
			12180507719 CHOQUE		2000346745	14.05.2023	14.05.2023	50	-4.236,40	BOB	12180507719 CHOQUETIJLLA EINAR Doc.ID:C	-608,68	USD	101044032
			12180507720 CHOQUE		2000346746	14.05.2023	14.05.2023	50	-516,48	BOB	12180507720 CHOQUETIJLLA EINAR Doc.ID:C	-74,21	USD	101044032
			12180507721 CHOQUE		2000346747	14.05.2023	14.05.2023	50	-17.287,20	BOB	12180507721 CHOQUETIJLLA EINAR Doc.ID:C	-2.483,79	USD	101044032
			12180507722 CHOQUE		2000346748	14.05.2023	14.05.2023	50	-5.257,60	BOB	12180507722 CHOQUETIJLLA EINAR Doc.ID:C	-755,40	USD	101044032
			18040521921 OSCAR		2000346765	14.05.2023	14.05.2023	50	-523,50	BOB	18040521921 OSCAR ANDRES LEON ZAPATA Do	-75,22	USD	101044032
			18040521755 OSCAR		2000346720	14.05.2023	14.05.2023	50	-344,00	BOB	18040521755 OSCAR ANDRES LEON ZAPATA Do	-49,43	USD	101044032
			51167986858 Nota:		2000346755	14.05.2023	14.05.2023	50	-400,62	BOB	51167986858 Nota: de ATC	-57,56	USD	101044032
			18110519745 CAMPER		2000346763	14.05.2023	14.05.2023	50	-551,00	BOB	18110519745 CAMPERO SALAZAR JOAQUIN Doc	-79,17	USD	101044032
			51318009037 Nota:		2000346711	14.05.2023	14.05.2023	50	-24,90	BOB	51318009037 Nota: de ATC	-3,58	USD	101044032
			18130501610 CAMPER		2000346717	14.05.2023	14.05.2023	50	-1.545,40	BOB	18130501610 CAMPERO SALAZAR JOAQUIN Doc	-222,04	USD	101044032
			51318009038 Nota:		2000346712	14.05.2023	14.05.2023	50	-382,67	BOB	51318009038 Nota: de ATC	-54,98	USD	101044032
			45173456032 de:EGU		2000346716	14.05.2023	14.05.2023	50	-1.974,00	BOB	45173456032 de:EGUEZ ACEBO ARMANDO (Ban	-283,62	USD	101044032
			45113559335 de:AYC		2000346756	14.05.2023	14.05.2023	50	-28.073,40	BOB	45113559335 de:AYCA ZEGARRA JHONNY JAVI	-4.033,53	USD	101044032
			45173459099 de:L A		2000346758	14.05.2023	14.05.2023	50	-341,23	BOB	45173459099 de:L AROME SRL (Banco Merca	-49,03	USD	101044032
			45153396647 de:ALM		2000346760	14.05.2023	14.05.2023	50	-268,52	BOB	45153396647 de:ALMALIM S.R.L. (Banco Na	-38,58	USD	101044032
			45143762043 de:ALM		2000346761	14.05.2023	14.05.2023	50	-516,62	BOB	45143762043 de:ALMALIM S.R.L. (Banco Na	-74,23	USD	101044032
			45173459207 de:COC		2000346764	14.05.2023	14.05.2023	50	-819,32	BOB	45173459207 de:COCINARTE SRL (Banco Nac	-117,72	USD	101044032
			45123542368 de:MER		2000346766	14.05.2023	14.05.2023	50	-3.296,72	BOB	45123542368 de:MERCAGUSTO SRL (Banco Me	-473,67	USD	101044032
			45163489067 de:RIC		2000346767	14.05.2023	14.05.2023	50	-1.507,00	BOB	45163489067 de:RICARDO FLORES PEDRAZA (	-216,52	USD	101044032
			45153396742 de:MER		2000346768	14.05.2023	14.05.2023	50	-865,20	BOB	45153396742 de:MERCADO ROMERO SILVIA SO	-124,31	USD	101044032
			45173459259 de:MER		2000346769	14.05.2023	14.05.2023	50	-439,80	BOB	45173459259 de:MERCAGUSTO SRL (Banco Me	-63,19	USD	101044032
			45163489295 de:HER		2000346771	14.05.2023	14.05.2023	50	-691,44	BOB	45163489295 de:HERRERA CARPIO AMPARO SO	-99,34	USD	101044032
			45153397076 de:LEA		2000346772	14.05.2023	14.05.2023	50	-1.355,64	BOB	45153397076 de:LEANOS MACHUCA WILLY (Ba	-194,78	USD	101044032
			52617466396 de: MO		2000346773	14.05.2023	14.05.2023	50	-2.400,00	BOB	52617466396 de: MONTAÑO GUSTAVO	-344,83	USD	101044032
			45123542913 de:CAL		2000346774	14.05.2023	14.05.2023	50	-216,00	BOB	45123542913 de:CALDERON ARROYO CARMEN A	-31,03	USD	101044032
			45113560386 de:LEO		2000346775	14.05.2023	14.05.2023	50	-6.003,45	BOB	45113560386 de:LEON DE VALDEZ SONIA (Ba	-862,56	USD	101044032
			45143763167 de:COR		2000346776	14.05.2023	14.05.2023	50	-305,00	BOB	45143763167 de:CORTEZ IBANEZ PABLO ANDR	-43,82	USD	101044032
			45173455878 de:COR		2000346713	14.05.2023	14.05.2023	50	-203,34	BOB	45173455878 de:CORTEZ IBANEZ PABLO ANDR	-29,22	USD	101044032
			45113556262 de:PAN		2000346714	14.05.2023	14.05.2023	50	-22.230,00	BOB	45113556262 de:PANADERIA VICTORIA LTDA	-3.193,97	USD	101044032
			45133399878 de:ZEB		2000346715	14.05.2023	14.05.2023	50	-195,00	BOB	45133399878 de:ZEBALLOS SALVATIERRA MAU	-28,02	USD	101044032
			45113556548 de:LOP		2000346718	14.05.2023	14.05.2023	50	-3.360,00	BOB	45113556548 de:LOPEZ BALDERAS GENOVEBA	-482,76	USD	101044032
			14540427348 MENACH		2000346719	14.05.2023	14.05.2023	50	-70.000,00	BOB	14540427348 MENACHO MONTA#O MOISES Doc.	-10.057,47	USD	101044032
			45163486280 de:EMP		2000346721	14.05.2023	14.05.2023	50	-22.627,08	BOB	45163486280 de:EMPRESA DE SERVICIOS DEL	-3.251,02	USD	101044032
			45153394342 de:MUN		2000346723	14.05.2023	14.05.2023	50	-650,00	BOB	45153394342 de:MUNOZ EULALIA SUAREZ GUA	-93,39	USD	101044032
			45123539902 de:LOM		2000346724	14.05.2023	14.05.2023	50	-3.860,40	BOB	45123539902 de:LOMHOT SRL (Banco Crédit	-554,66	USD	101044032
			52117558627 Nota:		2000346728	14.05.2023	14.05.2023	50	-5.900,00	BOB	52117558627 Nota: de GRANJA SOFIA LTDA	-847,70	USD	101044032
			45133400978 de:JIP		2000346729	14.05.2023	14.05.2023	50	-23.331,00	BOB	45133400978 de:JIPAZCORP S.R.L. (Banco	-3.352,16	USD	101044032
			45123540233 de:ARE		2000346738	14.05.2023	14.05.2023	50	-1.499,55	BOB	45123540233 de:ARENAS RIVERO MATEO (Ban	-215,45	USD	101044032
			45163487103 de:EMP		2000346740	14.05.2023	14.05.2023	50	-7.595,30	BOB	45163487103 de:EMPRESA DE SERVICIOS SOL	-1.091,28	USD	101044032
			45133401121 de:JUS		2000346741	14.05.2023	14.05.2023	50	-39.446,89	BOB	45133401121 de:JUSTINIANO JORGE MARCO (	-5.667,66	USD	101044032
			45123540312 de:JUS		2000346742	14.05.2023	14.05.2023	50	-37.497,03	BOB	45123540312 de:JUSTINIANO JORGE MARCO (	-5.387,50	USD	101044032
			45123542246 de:SOS		2000346759	14.05.2023	14.05.2023	50	-120,00	BOB	45123542246 de:SOSA JUSTINIANO JACKELIN	-17,24	USD	101044032
			86020490552 RODRIG		2000346663	14.05.2023	14.05.2023	50	-5.722,90	BOB	86020490552 RODRIGUEZ CUETO ENRIQUE XAV	-822,26	USD	101044042
			16240913513 RODRIG		2000346655	14.05.2023	14.05.2023	50	-8.091,90	BOB	16240913513 RODRIGUEZ CUETO ENRIQUE XAV	-1.162,63	USD	101044042
			16240913594 OCAMPO		2000346659	14.05.2023	14.05.2023	50	-58.151,10	BOB	16240913594 OCAMPO CAYOJA ISRAEL LUIS D	-8.355,04	USD	101044042
			17680467481 DAVID		2000346660	14.05.2023	14.05.2023	50	-25.623,40	BOB	17680467481 DAVID RODRIGO CHUMACERO VEG	-3.681,52	USD	101044042
			17680467429 PABLO		2000346658	14.05.2023	14.05.2023	50	-135.105,50	BOB	17680467429 PABLO RONALD ESCOBAR MONTA#	-19.411,71	USD	101044042
			17680467417 PABLO		2000346656	14.05.2023	14.05.2023	50	-578,85	BOB	17680467417 PABLO RONALD ESCOBAR MONTA#	-83,17	USD	101044042
			17680467423 PABLO		2000346657	14.05.2023	14.05.2023	50	-74.007,80	BOB	17680467423 PABLO RONALD ESCOBAR MONTA#	-10.633,30	USD	101044042
			17680467637 OCAMPO		2000346662	14.05.2023	14.05.2023	50	-33.484,10	BOB	17680467637 OCAMPO CAYOJA ISRAEL LUIS D	-4.810,93	USD	101044042
			16240913746 DAVID		2000346664	14.05.2023	14.05.2023	50	-33.634,30	BOB	16240913746 DAVID RODRIGO CHUMACERO VEG	-4.832,51	USD	101044042
			14440680784 VEGA P		2000346789	14.05.2023	14.05.2023	50	-1.189,40	BOB	14440680784 VEGA PEREYRA ANA MARIA Doc.	-170,89	USD	101044052
			14450208156 DURAN		2000346779	14.05.2023	14.05.2023	50	-1.988,50	BOB	14450208156 DURAN AVILA ANGEL JUAN Doc.	-285,70	USD	101044052
			51167986859 Nota:		2000346787	14.05.2023	14.05.2023	50	-185,22	BOB	51167986859 Nota: de ATC	-26,61	USD	101044052
			14120432362 ZELAYA		2000346788	14.05.2023	14.05.2023	50	-3.494,00	BOB	14120432362 ZELAYA VARGAS MARCIAL Doc.I	-502,01	USD	101044052
			51318009039 Nota:		2000346777	14.05.2023	14.05.2023	50	-249,76	BOB	51318009039 Nota: de ATC	-35,89	USD	101044052
			84350595221 ZELAYA		2000346780	14.05.2023	14.05.2023	50	-3.914,90	BOB	84350595221 ZELAYA VARGAS MARCIAL Doc.I	-562,49	USD	101044052
			45133399739 de:LOA		2000346778	14.05.2023	14.05.2023	50	-623,69	BOB	45133399739 de:LOAYZA CLAVIJO SERGIO ED	-89,61	USD	101044052
			45163486737 de:CON		2000346783	14.05.2023	14.05.2023	50	-2.160,00	BOB	45163486737 de:CONDORI AQUINO MIRIAM (B	-310,34	USD	101044052
			54510733961 de: DE		2000346784	14.05.2023	14.05.2023	50	-4.649,30	BOB	54510733961 de: DE LOAYZA MARIA	-668,00	USD	101044052
			54610736553 de: DE		2000346785	14.05.2023	14.05.2023	50	-4.900,70	BOB	54610736553 de: DE LOAYZA MARIA	-704,12	USD	101044052
			54210752546 de: DE		2000346786	14.05.2023	14.05.2023	50	-5.818,21	BOB	54210752546 de: DE LOAYZA MARIA	-835,95	USD	101044052
			84350595275 ALEX R		2000346781	14.05.2023	14.05.2023	50	-53.105,80	BOB	84350595275 ALEX RODRIGO GONZALES VEDIA	-7.630,14	USD	101044052
			84350595279 ALEX R		2000346782	14.05.2023	14.05.2023	50	-150.658,60	BOB	84350595279 ALEX RODRIGO GONZALES VEDIA	-21.646,35	USD	101044052
			45113559752 de:EMP		2000346790	14.05.2023	14.05.2023	50	-1.092,00	BOB	45113559752 de:EMPRESA UNIPERSONAL DE C	-156,90	USD	101044052
			45173459381 de:EMP		2000346791	14.05.2023	14.05.2023	50	-19.465,80	BOB	45173459381 de:EMPRESA UNIPERSONAL DE C	-2.796,81	USD	101044052
			45113559898 de:GIS		2000346792	14.05.2023	14.05.2023	50	-1.000,00	BOB	45113559898 de:GISELA EDITH RAMOS JAVIE	-143,68	USD	101044052
			45123542692 de:GIS		2000346793	14.05.2023	14.05.2023	50	-934,50	BOB	45123542692 de:GISELA EDITH RAMOS JAVIE	-134,27	USD	101044052
			45143762513 de:LOA		2000346794	14.05.2023	14.05.2023	50	-17.116,91	BOB	45143762513 de:LOAYZA CLAVIJO SERGIO ED	-2.459,33	USD	101044052
			54610737585 de: DE		2000346795	14.05.2023	14.05.2023	50	-2.231,47	BOB	54610737585 de: DE LOAYZA MARIA	-320,61	USD	101044052
			87110435459 PORTUG		2000346665	14.05.2023	14.05.2023	50	-826,30	BOB	87110435459 PORTUGAL MURGUIA GUNNAR VIC	-118,72	USD	101044062
			87110435638 PORTUG		2000346672	14.05.2023	14.05.2023	50	-2.499,10	BOB	87110435638 PORTUGAL MURGUIA GUNNAR VIC	-359,07	USD	101044062
			57610363390 de: CL		2000346669	14.05.2023	14.05.2023	50	-375,70	BOB	57610363390 de: CLAROS MARIA	-53,98	USD	101044062
			17540412876 ARIEL		2000346667	14.05.2023	14.05.2023	50	-59.501,60	BOB	17540412876 ARIEL DIMAR IGLESIAS BOBARI	-8.549,08	USD	101044062
			17540412873 ARIEL		2000346666	14.05.2023	14.05.2023	50	-213.854,80	BOB	17540412873 ARIEL DIMAR IGLESIAS BOBARI	-30.726,26	USD	101044062
			87110435520 GONZAL		2000346668	14.05.2023	14.05.2023	50	-37.162,48	BOB	87110435520 GONZALES GARNICA MAURICIO M	-5.339,44	USD	101044062
			51167986860 Nota:		2000346677	14.05.2023	14.05.2023	50	-249,16	BOB	51167986860 Nota: de ATC	-35,80	USD	101044072
			51318009040 Nota:		2000346673	14.05.2023	14.05.2023	50	-563,74	BOB	51318009040 Nota: de ATC	-81,00	USD	101044072
			45173458081 de:CHA		2000346676	14.05.2023	14.05.2023	50	-2.387,48	BOB	45173458081 de:CHAVARRIA ARMELLA BRAYAN	-343,03	USD	101044072
			45163488977 de:CHA		2000346678	14.05.2023	14.05.2023	50	-266,00	BOB	45163488977 de:CHAVEZ DAVALOS ROGER WIL	-38,22	USD	101044072
			10640401516 NELVI		2000346674	14.05.2023	14.05.2023	50	-46.330,20	BOB	10640401516 NELVI JUANITA ROMERO CASTIL	-6.656,64	USD	101044072
			10640401521 NELVI		2000346675	14.05.2023	14.05.2023	50	-76.056,50	BOB	10640401521 NELVI JUANITA ROMERO CASTIL	-10.927,66	USD	101044072
			55410817955 de: DI		2000346679	14.05.2023	14.05.2023	50	-2.040,00	BOB	55410817955 de: DIMASUR LTDA	-293,10	USD	101044072
			19240242748 OSCAR		2000346796	14.05.2023	14.05.2023	50	-2.180,60	BOB	19240242748 OSCAR LOAYZA SALVATIERRA Do	-313,30	USD	101044082
			19240242850 OSCAR		2000346799	14.05.2023	14.05.2023	50	-2.934,80	BOB	19240242850 OSCAR LOAYZA SALVATIERRA Do	-421,67	USD	101044082
			19260384630 MAYSER		2000346798	14.05.2023	14.05.2023	50	-30.318,40	BOB	19260384630 MAYSER SAUCEDO FRANZ Doc.ID	-4.356,09	USD	101044082
			19260384628 MAYSER		2000346797	14.05.2023	14.05.2023	50	-39.172,80	BOB	19260384628 MAYSER SAUCEDO FRANZ Doc.ID	-5.628,28	USD	101044082
			45113560086 de:CHA		2000346800	14.05.2023	14.05.2023	50	-744,00	BOB	45113560086 de:CHAMBY MONTERO STEVEN KE	-106,90	USD	101044082
			89520160006 TERCER		2000346801	14.05.2023	14.05.2023	50	-19.596,00	BOB	89520160006 TERCEROS RAMIREZ VALERY DAN	-2.815,52	USD	101044092
